"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL4866007";"";"0";"521.02";"0";"2.41";"17";"Cl.O=C(N[C@H]1C=C[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1c[nH]c2ncccc12";"Emax";"'='";"22.07";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4817894";"Partial agonist activity at mu opioid receptor (unknown origin) expressed in CHO cell membranes incubated for 1 hr by [35S]GTPgammaS binding assay relative to DAMGO";"F";"BAO_0000249";"cell membrane format";"Homo sapiens";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4814025";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2021";"None";"TIME = 1.0 hr"
"CHEMBL4760974";"";"0";"475.68";"1";"5.35";"MP102";"CCC(=O)N(c1ccccc1)C1(C(=O)NC2CCCCCC2)CCN(CCc2ccccc2)CC1";"Emax";"'='";"63.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4705244";"Agonist activity at EA-fragment beta-arrestin-tagged human MOR expressed in human U2OS cell membranes assessed as stimulation of [35S]-GTPgammaS binding at 10 uM after 60 mins by beta-galactosidase based scintillation counting method relative to DAMGO";"A";"BAO_0000249";"cell membrane format";"Homo sapiens";"None";"None";"U2OS";"Cell membrane";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699635";"1";"Scientific Literature";"J Med Chem";"2020";"None";"Dose = 10.0 microM | TIME = 1.0 hr"
"CHEMBL20226";"DELTORPHIN II";"0";"782.90";"2";"-1.27";"Delt II";"CC(C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)NCC(N)=O)C(C)C";"Emax";"'<'";"20.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4705245";"Agonist activity at EA-fragment beta-arrestin-tagged human MOR expressed in human U2OS cell membranes assessed as stimulation beta-arrestin recruitment at 10 uM after 60 mins by Pathhunter Chemiluminescence assay relative to DAMGO";"A";"BAO_0000249";"cell membrane format";"Homo sapiens";"None";"None";"U2OS";"Cell membrane";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699635";"1";"Scientific Literature";"J Med Chem";"2020";"None";"Dose = 10.0 microM | TIME = 1.0 hr"
"CHEMBL4742666";"";"0";"1406.70";"None";"None";"9";"Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H]1Cc2ccccc2CN(CCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CCC[C@H]2C(=O)N2Cc3ccc(O)cc3C[C@H]2C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)O)C(C)(C)C)C1=O";"Emax";"'='";"67.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4701865";"Agonist activity at human MOR expressed in human U2OS cells assessed as increase in beta arrestin2 recruitment incubated for 90 mins by pathhunter beta-arrestin assay relative to DAMGO";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"U2OS";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699489";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 1.5 hr"
"CHEMBL4793926";"";"0";"516.66";"1";"4.40";"MPI51";"CCC(=O)N(Cc1cccnc1)C1(C(=O)NCCc2cccc(F)c2)CCN(CCc2ccccc2)CC1";"Emax";"'<'";"20.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4705245";"Agonist activity at EA-fragment beta-arrestin-tagged human MOR expressed in human U2OS cell membranes assessed as stimulation beta-arrestin recruitment at 10 uM after 60 mins by Pathhunter Chemiluminescence assay relative to DAMGO";"A";"BAO_0000249";"cell membrane format";"Homo sapiens";"None";"None";"U2OS";"Cell membrane";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699635";"1";"Scientific Literature";"J Med Chem";"2020";"None";"Dose = 10.0 microM | TIME = 1.0 hr"
"CHEMBL4777999";"";"0";"1126.29";"None";"None";"4";"C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(N)=O";"Emax";"'='";"91.6";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4719735";"Agonist activity at mu opioid receptor (unknown origin) expressed in HEK293-A cells assessed as reduction in forskolin-induced cAMP accumulation incubated for 30 mins by competition PKA binding assay relative to Tyr-D-Ala-Gly-Phe-Gln-Pro-Gln-Arg-Phe-NH2";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293-A";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4715798";"1";"Scientific Literature";"J Med Chem";"2016";"None";"TIME = 0.5 hr"
"CHEMBL3787663";"";"0";"426.56";"0";"4.14";"9";"Oc1ccc2c(c1)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)CCc1cc2ccccc2nc1C3";"Emax";"'='";"31.2";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3787932";"Agonist activity at human mu opioid receptor expressed in CHO cell membranes by [35S]GTPgammaS binding assay relative to DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3785070";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";"CHEMBL3308072";""
"CHEMBL4636159";"";"0";"600.76";"2";"6.82";"21";"COc1ccc(-c2cnc3c(c2)C[C@@]2(OCCCc4ccccc4)[C@H]4Cc5ccc(O)c6c5[C@@]2(CCN4CC2CC2)[C@H]3O6)cc1";"Emax";"'='";"81.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4630065";"Agonist activity at human mu opioid receptor expressed in CHO cell membranes assessed as stimulation of [35S]GTPgammaS binding incubated for 1 hr relative to DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4627399";"1";"Scientific Literature";"J Med Chem";"2020";"CHEMBL3308072";""
"CHEMBL3086303";"";"0";"381.55";"0";"3.43";"7, MCL-741";"COc1ccc2c(c1)[C@]13CCN(CC4CC4)[C@H](C2)[C@@H]1Cc1sc(N)nc1C3";"Emax";"'='";"24.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3090450";"Agonist activity at human mu opioid receptor transfected in CHO cells assessed as stimulation of [35S]GTPgammaS binding after 60 mins by scintillation counting analysis relative to control";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3085732";"1";"Scientific Literature";"J. Med. Chem.";"2013";"CHEMBL3308072";""
"CHEMBL3086305";"";"0";"409.56";"0";"3.50";"9, MCL-744";"CC(=O)Nc1nc2c(s1)C[C@H]1[C@H]3Cc4ccc(O)cc4[C@@]1(CCN3CC1CC1)C2";"Emax";"'='";"34.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3090450";"Agonist activity at human mu opioid receptor transfected in CHO cells assessed as stimulation of [35S]GTPgammaS binding after 60 mins by scintillation counting analysis relative to control";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3085732";"1";"Scientific Literature";"J. Med. Chem.";"2013";"CHEMBL3308072";""
"CHEMBL4634007";"";"0";"560.70";"2";"5.53";"39";"Oc1ccc2c3c1O[C@H]1c4ncc(-c5cn[nH]c5)cc4C[C@@]4(OCCCc5ccccc5)[C@@H](C2)N(CC2CC2)CC[C@]314";"Emax";"'='";"115.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4630065";"Agonist activity at human mu opioid receptor expressed in CHO cell membranes assessed as stimulation of [35S]GTPgammaS binding incubated for 1 hr relative to DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4627399";"1";"Scientific Literature";"J Med Chem";"2020";"CHEMBL3308072";""
"CHEMBL4750783";"";"0";"1350.68";"None";"None";"10";"Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H]1Cc2ccccc2CN(CCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)N2Cc3ccc(O)cc3C[C@H]2C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)O)C(C)(C)C)C1=O";"Emax";"'='";"94.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4701863";"Agonist activity at human MOR expressed in CHO cell membranes assessed as stimulation of [35S]-GTPgammaS binding incubated for 1 hr by liquid scintillation counting assay relative to DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699489";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 1.0 hr"
"CHEMBL4215851";"";"0";"355.87";"0";"4.13";"33";"Cc1ccc2c(c1)[nH]c(=O)n2C1CCN(Cc2ccccc2Cl)CC1";"Emax";"'='";"79.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4201555";"Agonist activity at human mu opioid receptor expressed in human USOS-beta-arrestin-hMOR-PathHunter cells incubated for 90 mins by beta-arrestin-2 enzyme fragment complementation assay relative to DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196199";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4761310";"";"0";"501.65";"2";"5.00";"MP114";"CCC(=O)N(c1ccccc1)C1(C(=O)NCCc2cccc(F)c2)CCN(CCc2ccccc2)CC1";"Emax";"'='";"89.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4705244";"Agonist activity at EA-fragment beta-arrestin-tagged human MOR expressed in human U2OS cell membranes assessed as stimulation of [35S]-GTPgammaS binding at 10 uM after 60 mins by beta-galactosidase based scintillation counting method relative to DAMGO";"A";"BAO_0000249";"cell membrane format";"Homo sapiens";"None";"None";"U2OS";"Cell membrane";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699635";"1";"Scientific Literature";"J Med Chem";"2020";"None";"Dose = 10.0 microM | TIME = 1.0 hr"
"CHEMBL4783653";"";"0";"505.63";"1";"4.59";"MP145";"CCC(=O)N(Cc1ccco1)C1(C(=O)NCCc2cccc(F)c2)CCN(CCc2ccccc2)CC1";"Emax";"'='";"93.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4705244";"Agonist activity at EA-fragment beta-arrestin-tagged human MOR expressed in human U2OS cell membranes assessed as stimulation of [35S]-GTPgammaS binding at 10 uM after 60 mins by beta-galactosidase based scintillation counting method relative to DAMGO";"A";"BAO_0000249";"cell membrane format";"Homo sapiens";"None";"None";"U2OS";"Cell membrane";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699635";"1";"Scientific Literature";"J Med Chem";"2020";"None";"Dose = 10.0 microM | TIME = 1.0 hr"
"CHEMBL4746919";"";"0";"1119.34";"None";"None";"1; OFP001; [Cys2,Cys5]-BN-9";"N=C(N)NCCC[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CS)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](CS)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O";"Emax";"'='";"78.6";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4706148";"Agonist activity at mu opioid receptor (unknown origin) expressed in HEK293-A cells assessed as inhibition of forskolin-stimulated cAMP accumulation incubated for 30 mins by competition PKA binding assay relative to control";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293-A";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699661";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 0.5 hr"
"CHEMBL4793250";"";"0";"1119.34";"None";"None";"2; OFP002; [D-Cys2,Cys5]-BN-9";"N=C(N)NCCC[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CS)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](CS)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O";"Emax";"'='";"75.2";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4706148";"Agonist activity at mu opioid receptor (unknown origin) expressed in HEK293-A cells assessed as inhibition of forskolin-stimulated cAMP accumulation incubated for 30 mins by competition PKA binding assay relative to control";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293-A";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699661";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 0.5 hr"
"CHEMBL4740521";"";"0";"1119.34";"None";"None";"3; OFP003; [Cys2,D-Cys5]-BN-9";"N=C(N)NCCC[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](CS)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](CS)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O";"Emax";"'='";"88.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4706148";"Agonist activity at mu opioid receptor (unknown origin) expressed in HEK293-A cells assessed as inhibition of forskolin-stimulated cAMP accumulation incubated for 30 mins by competition PKA binding assay relative to control";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293-A";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699661";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 0.5 hr"
"CHEMBL4753006";"";"0";"302.42";"0";"1.94";"14g";"C[C@H]1OC2(CCN(CCc3ccccc3)CC2)CN(C)C1=O";"Emax";"'='";"83.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4676427";"Agonist activity at human MOR expressed in CHOK1 cells assessed as stimulation of cAMP accumulation incubated for 45 mins by HTRF assay relative to DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4673253";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 0.75 hr"
"CHEMBL4875882";"";"0";"521.02";"0";"2.41";"14";"Cl.O=C(N[C@H]1C=C[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1c[nH]c2cccnc12";"Emax";"'='";"18.03";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4817894";"Partial agonist activity at mu opioid receptor (unknown origin) expressed in CHO cell membranes incubated for 1 hr by [35S]GTPgammaS binding assay relative to DAMGO";"F";"BAO_0000249";"cell membrane format";"Homo sapiens";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4814025";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2021";"None";"TIME = 1.0 hr"
"CHEMBL4777859";"";"0";"352.43";"0";"2.61";"14t";"CCN1CC2(CCN(CCc3ccc(F)cc3F)CC2)O[C@H](C)C1=O";"Emax";"'='";"92.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4676427";"Agonist activity at human MOR expressed in CHOK1 cells assessed as stimulation of cAMP accumulation incubated for 45 mins by HTRF assay relative to DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4673253";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 0.75 hr"
"CHEMBL4759184";"";"0";"330.47";"0";"2.72";"14d";"CC1OC2(CCN(CCc3ccccc3)CC2)CN(C(C)C)C1=O";"Emax";"'='";"100.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4676427";"Agonist activity at human MOR expressed in CHOK1 cells assessed as stimulation of cAMP accumulation incubated for 45 mins by HTRF assay relative to DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4673253";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 0.75 hr"
"CHEMBL4748910";"";"0";"407.55";"0";"4.70";"22";"COC(=O)CC[C@@H]1[C@@H]2CCC[C@@]1(c1cccc(O)c1)CCN2CCc1ccccc1";"Emax";"'='";"63.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4680511";"Agonist activity at human MOR expressed in CHOK1 cells assessed as inhibition of forskolin-stimulated cAMP accumulation incubated for 30 mins by luminescence assay relative to DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4680063";"1";"Scientific Literature";"RSC Med Chem";"2020";"None";"TIME = 0.5 hr"
"CHEMBL4635430";"";"0";"604.66";"2";"0.10";"15";"C=C(C(N)=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CNC(C)=O)NC(=O)[C@@H](N)Cc1ccc(O)cc1)c1ccco1";"Emax";"'='";"78.2";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4628872";"Agonist activity at mu opioid receptor (unknown origin) expressed in human HEK293 cells assessed as increase in cAMP accumulation using [3H]-cAMP as substrate measured after 30mins by liquid scintillation counting method relative to control";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4627340";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"CHEMBL3307715";""
"CHEMBL4205780";"";"0";"425.84";"0";"4.72";"37";"O=c1[nH]c2cc(OC(F)(F)F)ccc2n1C1CCN(Cc2ccccc2Cl)CC1";"Emax";"'='";"3.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4201555";"Agonist activity at human mu opioid receptor expressed in human USOS-beta-arrestin-hMOR-PathHunter cells incubated for 90 mins by beta-arrestin-2 enzyme fragment complementation assay relative to DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196199";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4130069";"";"0";"1025.22";"None";"None";"1";"N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H]1CSSC[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCN(CC2)C(=O)[C@H](Cc2ccccc2)NC(=O)CNC1=O";"Emax";"'='";"54.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4124515";"Agonist activity at MOR (unknown origin) expressed in HEK cells assessed as reduction in cAMP accumulation by split luciferase assay relative to DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4118237";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";""
"CHEMBL4076303";"";"0";"416.52";"0";"2.96";"2c";"CN1CCC23c4cc(O)ccc4CC1C21CCC2C3[C@@H](CN2C(=O)c2ccccc2)O1";"Emax";"'='";"103.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4035937";"Agonist activity at human mu opioid receptor expressed in CHO cells assessed as inhibition of forskolin-induced cAMP accumulation after 30 mins by Eu-cAMP tracer based TR-FRET assay relative to DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4033703";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
"CHEMBL19019";"NALTREXONE";"4";"341.41";"0";"1.53";"NTX";"O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5";"Emax";"'='";"7.18";"%";"";"";"";"UO_0000187";"";"";"";"";"1";"CHEMBL2399070";"Agonist activity at mu opioid receptor (unknown origin) expressed CHO cells assessed as stimulation of [35S]-GTP[gammaS] binding relative to DAMGO";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2396652";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"CHEMBL3308072";""
"CHEMBL70";"MORPHINE";"4";"285.34";"0";"1.20";"Morphine";"CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5";"Emax";"'='";"25.7";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4680517";"Activity at human MOR expressed in CHOK1 cells co-expressing beta-arrestin2 EFC assessed as beta-arrestin2 EFC recruitment measured after 90 mins by PathHunter assay relative to control";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4680063";"1";"Scientific Literature";"RSC Med Chem";"2020";"None";"TIME = 1.5 hr"
"CHEMBL2178731";"";"0";"518.57";"2";"-0.20";"2";"NC(=O)[C@H]1CC(=O)NCCC(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](Cc2ccccc2)C(=O)N1";"Emax";"'='";"58.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2183869";"Agonist activity at human MOR expressed in HEK293 cells assessed as inhibition of forskolin-induced cAMP accumulation after 15 mins by cAMP EIA relative to vehicle-treated control";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2177066";"1";"Scientific Literature";"J. Med. Chem.";"2012";"CHEMBL3307715";""
"CHEMBL3409104";"";"0";"481.56";"1";"6.38";"10e";"Oc1ccc2c(c1)[C@]1(CCCc3ccccc3)CCN(CCc3ccc(C(F)(F)F)cc3)C[C@@H]1O2";"Emax";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL3413019";"Agonist activity against human recombinant opioid mu receptor expressed in CHO cell membranes after 3 hrs by [35S]GTP-gamma-S binding assay relative to 1000 nM DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3407384";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";"CHEMBL3308072";""
"CHEMBL4776176";"";"0";"529.70";"2";"5.04";"MP136";"CCC(=O)N(CCc1ccccc1)C1(C(=O)NCCc2cccc(F)c2)CCN(CCc2ccccc2)CC1";"Emax";"'='";"90.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4705244";"Agonist activity at EA-fragment beta-arrestin-tagged human MOR expressed in human U2OS cell membranes assessed as stimulation of [35S]-GTPgammaS binding at 10 uM after 60 mins by beta-galactosidase based scintillation counting method relative to DAMGO";"A";"BAO_0000249";"cell membrane format";"Homo sapiens";"None";"None";"U2OS";"Cell membrane";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699635";"1";"Scientific Literature";"J Med Chem";"2020";"None";"Dose = 10.0 microM | TIME = 1.0 hr"
"CHEMBL4751847";"";"0";"489.62";"0";"4.74";"MP155";"CCC(=O)N(Cc1ccco1)C1(C(=O)Nc2ccc(OC)cc2)CCN(CCc2ccccc2)CC1";"Emax";"'='";"15.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4705244";"Agonist activity at EA-fragment beta-arrestin-tagged human MOR expressed in human U2OS cell membranes assessed as stimulation of [35S]-GTPgammaS binding at 10 uM after 60 mins by beta-galactosidase based scintillation counting method relative to DAMGO";"A";"BAO_0000249";"cell membrane format";"Homo sapiens";"None";"None";"U2OS";"Cell membrane";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699635";"1";"Scientific Literature";"J Med Chem";"2020";"None";"Dose = 10.0 microM | TIME = 1.0 hr"
